username,noEdits,noItems,noBatchEdits,noOntoEdits,noPropEdits,noCommEdits,noTaxoEdits,minTime,timeframe,userAge
213.54.94.222,3,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Hirannor,3,2,0.0,0.0,0.0,0.0,0,2013-01-28 14:06:25,2013-02-01,81.0
Kennercat,3,2,0.0,0.0,0.0,0.0,0,2013-01-17 00:05:52,2013-02-01,359.0
Clarkcj12,3,2,0.0,0.0,0.0,4.0,0,2012-11-20 16:41:29,2013-02-01,1735.0
Salmanamsin,3,1,0.0,0.0,0.0,0.0,0,2013-01-19 15:40:51,2013-02-01,296.0
Norden1990,3,1,0.0,0.0,0.0,0.0,0,2013-01-26 14:43:34,2013-02-01,129.0
Goldzahn,3,3,0.0,0.0,0.0,4.0,0,2012-10-30 17:07:26,2013-02-01,2238.0
117.206.32.98,3,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Botend,3,3,0.0,0.0,0.0,0.0,0,2013-01-31 17:08:13,2013-02-01,6.0
151.51.103.40,3,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Sidelight12,3,2,0.0,0.0,0.0,0.0,0,2013-01-29 01:07:09,2013-02-01,70.0
Cocu,3,3,0.0,0.0,0.0,0.0,0,2012-10-30 16:18:56,2013-02-01,2239.0
122.172.16.205,3,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
95.118.47.3,3,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Lijealso,3,1,2.0,0.0,0.0,0.0,0,2012-12-29 17:46:23,2013-02-01,798.0
Gewild,3,1,0.0,0.0,0.0,0.0,0,2012-11-15 11:34:11,2013-02-01,1860.0
Helgi,3,1,0.0,0.0,0.0,0.0,0,2013-01-02 14:28:33,2013-02-01,705.0
212.156.147.146,3,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
86.182.102.95,3,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
The Banner,3,1,0.0,0.0,0.0,0.0,0,2013-01-15 21:16:31,2013-02-01,386.0
Hanay,3,3,0.0,0.0,0.0,0.0,0,2013-01-31 21:00:39,2013-02-01,2.0
C messier,3,2,0.0,0.0,0.0,1.0,0,2012-12-29 19:12:09,2013-02-01,796.0
C.Nilsson,3,3,0.0,0.0,0.0,0.0,0,2013-01-03 14:13:46,2013-02-01,681.0
Ukexpat,3,2,0.0,0.0,0.0,0.0,0,2013-01-19 01:32:15,2013-02-01,310.0
BáthoryPéter,3,2,0.0,0.0,0.0,0.0,0,2010-07-12 19:10:11,2013-02-01,22420.0
178.164.246.66,3,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
88.75.32.201,3,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Er Cicero,3,2,0.0,0.0,0.0,0.0,0,2013-01-30 20:34:43,2013-02-01,27.0
Chaser,3,3,0.0,0.0,0.0,0.0,0,2013-01-20 23:46:37,2013-02-01,264.0
Kristian Vangen,3,1,0.0,0.0,0.0,0.0,0,2012-12-15 14:53:02,2013-02-01,1137.0
Dereckson,3,1,0.0,0.0,0.0,0.0,0,2013-01-31 16:36:35,2013-02-01,7.0
188.154.133.88,3,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Phadadosty,3,1,0.0,0.0,0.0,0.0,0,2013-01-20 06:04:29,2013-02-01,281.0
84.3.195.93,3,3,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Amjaabc,3,2,0.0,0.0,0.0,0.0,0,2013-01-14 22:32:25,2013-02-01,409.0
Luisa~wikidatawiki,3,1,0.0,0.0,0.0,0.0,0,2013-01-16 15:36:33,2013-02-01,368.0
Jmagyar1993,3,3,0.0,0.0,0.0,0.0,0,2013-01-25 13:29:19,2013-02-01,154.0
77.186.139.200,3,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Askold,3,2,0.0,0.0,0.0,0.0,0,2013-01-22 09:10:10,2013-02-01,230.0
Jens Ohlig,3,2,0.0,0.0,0.0,14.0,0,2012-10-29 18:08:27,2013-02-01,2261.0
151.16.114.88,3,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Samuele Papa,3,2,0.0,0.0,0.0,0.0,0,2013-01-27 17:07:15,2013-02-01,102.0
188.36.102.245,3,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Hangsna,3,2,0.0,0.0,0.0,1.0,0,2013-01-27 08:56:59,2013-02-01,111.0
46.115.43.177,3,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Wgreenow,3,2,0.0,0.0,0.0,0.0,0,2012-11-11 09:08:49,2013-02-01,1958.0
80.171.174.177,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
83.240.94.18,2,2,0.0,0.0,0.0,8.0,0,0,2013-02-01,0.0
85.179.74.58,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
203.198.185.29,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Ickx6,2,1,0.0,0.0,0.0,0.0,0,2013-01-03 12:59:39,2013-02-01,683.0
Saturnian,2,1,0.0,0.0,0.0,0.0,0,2013-01-25 19:42:27,2013-02-01,148.0
Saint Johann,2,2,0.0,0.0,0.0,0.0,0,2012-10-30 20:54:05,2013-02-01,2235.0
88.79.85.60,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Psubhashish,2,1,0.0,0.0,0.0,0.0,0,2013-01-15 19:50:47,2013-02-01,388.0
Jürgen-Michael Glubrecht,2,1,0.0,0.0,0.0,0.0,0,2013-01-13 12:21:43,2013-02-01,443.0
Jonny84,2,2,0.0,0.0,0.0,0.0,0,2013-01-21 13:09:02,2013-02-01,250.0
84.175.70.171,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
31.16.238.250,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
80.134.142.12,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Winston,2,2,0.0,0.0,0.0,0.0,0,2012-11-13 12:42:45,2013-02-01,1907.0
204.244.178.254,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
77.198.117.137,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Jefft0,2,1,0.0,0.0,0.0,0.0,0,2013-01-29 03:07:42,2013-02-01,68.0
Moortaube,2,1,0.0,0.0,0.0,0.0,0,2013-01-16 08:48:18,2013-02-01,375.0
Moyogo,2,2,0.0,0.0,0.0,1.0,0,2013-01-21 06:24:04,2013-02-01,257.0
181.28.76.80,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
87.79.238.226,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
213.209.119.98,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
46.59.175.230,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Tambo,2,1,0.0,0.0,0.0,0.0,0,2013-01-04 12:41:58,2013-02-01,659.0
Pattlopezr,2,1,0.0,0.0,0.0,0.0,0,2013-01-18 16:59:59,2013-02-01,319.0
Convallaria majalis,2,2,0.0,0.0,0.0,0.0,0,2012-10-31 14:49:58,2013-02-01,2217.0
77.186.172.163,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
83.206.120.18,2,2,0.0,0.0,0.0,1.0,0,0,2013-02-01,0.0
90.1.173.221,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
151.16.112.55,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
77.106.133.10,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
LoKiLeCh,2,1,0.0,0.0,0.0,0.0,0,2013-01-04 13:35:23,2013-02-01,658.0
131.111.184.83,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
87.183.246.178,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Einstein2,2,1,0.0,0.0,0.0,0.0,0,2013-01-26 22:01:46,2013-02-01,121.0
Wim b,2,1,0.0,0.0,0.0,0.0,0,2013-01-31 03:58:58,2013-02-01,20.0
Oliv0,2,2,0.0,0.0,0.0,0.0,0,2013-01-17 12:05:39,2013-02-01,347.0
Reindra,2,2,0.0,0.0,0.0,0.0,0,2013-01-09 03:07:16,2013-02-01,548.0
Fuhghettaboutit,2,1,0.0,0.0,0.0,1.0,0,2013-01-26 18:21:51,2013-02-01,125.0
Rafandalucia,2,1,0.0,0.0,0.0,0.0,0,2013-01-16 08:48:20,2013-02-01,375.0
Santga,2,2,0.0,0.0,0.0,0.0,0,2012-11-07 21:51:53,2013-02-01,2042.0
ImperatorMK,2,1,0.0,0.0,0.0,0.0,0,2013-01-15 17:35:05,2013-02-01,390.0
Z-J36,2,1,0.0,0.0,0.0,0.0,0,2012-11-09 13:16:24,2013-02-01,2002.0
Frank Schulenburg,2,1,0.0,0.0,0.0,0.0,0,2013-01-16 19:00:00,2013-02-01,365.0
Lydia Pintscher (WMDE),2,2,0.0,0.0,0.0,76.0,0,2012-11-01 18:21:35,2013-02-01,2189.0
Averaver,2,1,0.0,0.0,0.0,0.0,0,2013-01-24 04:40:57,2013-02-01,187.0
92.225.149.84,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
68.84.47.109,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
94.26.19.47,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
176.58.249.181,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
PDD,2,2,0.0,0.0,0.0,0.0,0,2013-01-31 08:32:56,2013-02-01,15.0
69.3.118.97,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
77.202.23.241,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
JackieBot,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
92.140.16.87,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
145.116.26.5,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
LightBringer,2,2,0.0,0.0,0.0,0.0,0,2013-01-19 23:41:49,2013-02-01,288.0
173.196.186.2,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
178.2.91.200,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Bergisch Neukirchen,2,1,0.0,0.0,0.0,0.0,0,2013-01-28 12:59:08,2013-02-01,83.0
75.173.91.250,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Katdrei,2,2,0.0,0.0,0.0,0.0,0,2013-01-15 12:37:52,2013-02-01,395.0
DGtal,2,1,0.0,0.0,0.0,0.0,0,2013-01-31 17:29:54,2013-02-01,6.0
80.171.13.239,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
109.11.152.51,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
밥풀떼기,2,2,0.0,0.0,0.0,0.0,0,2013-01-26 07:07:04,2013-02-01,136.0
188.6.165.70,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
80.187.21.133,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Gthf,2,1,0.0,0.0,0.0,0.0,0,2012-11-03 18:25:20,2013-02-01,2141.0
173.64.113.155,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Mxn,2,2,0.0,0.0,0.0,4.0,0,2006-04-08 19:46:29,2013-02-01,59764.0
Lomita,2,2,0.0,0.0,0.0,0.0,0,2012-11-02 20:21:45,2013-02-01,2163.0
86.173.210.147,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
91.83.218.210,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Leag,2,2,0.0,0.0,0.0,1.0,0,2012-10-30 12:23:19,2013-02-01,2243.0
213.54.152.88,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Sebastian.Dietrich,2,2,0.0,0.0,0.0,0.0,0,2013-01-01 09:52:02,2013-02-01,734.0
Cassandro,2,1,0.0,0.0,0.0,1.0,0,2013-01-14 21:48:41,2013-02-01,410.0
86.19.159.124,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Budugoo,2,2,0.0,0.0,0.0,0.0,0,2013-01-20 06:13:15,2013-02-01,281.0
218.103.141.12,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Maćko,2,1,0.0,0.0,0.0,0.0,0,2012-10-30 23:42:26,2013-02-01,2232.0
Guerillero,2,1,0.0,0.0,0.0,12.0,0,2012-10-30 16:03:30,2013-02-01,2239.0
Sidpatil,2,1,0.0,0.0,0.0,1.0,0,2013-01-15 14:05:39,2013-02-01,393.0
תומר א.,2,1,0.0,0.0,0.0,0.0,0,2013-01-26 17:08:57,2013-02-01,126.0
Ejs-80,2,2,0.0,0.0,0.0,0.0,0,2008-06-03 21:44:34,2013-02-01,40874.0
Seppalot13,2,1,0.0,0.0,0.0,0.0,0,2013-01-08 14:10:24,2013-02-01,561.0
Habertix,2,1,0.0,0.0,0.0,0.0,0,2013-01-05 11:28:38,2013-02-01,636.0
85.220.112.170,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
75.17.84.31,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Waldir,2,1,0.0,0.0,0.0,0.0,0,2012-10-31 18:54:52,2013-02-01,2213.0
178.130.36.78,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
213.54.50.172,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Christian Nelke,2,2,0.0,0.0,0.0,0.0,0,2013-01-29 10:47:04,2013-02-01,61.0
Firefox 23,2,1,0.0,0.0,0.0,0.0,0,2012-10-30 17:54:32,2013-02-01,2238.0
Freezeman,2,1,0.0,0.0,0.0,9.0,0,2013-01-19 12:59:20,2013-02-01,299.0
71.203.172.192,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
192.234.2.90,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
31.147.123.53,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Toter Alter Mann,2,2,0.0,0.0,0.0,0.0,0,2013-01-22 12:19:21,2013-02-01,227.0
117.216.162.135,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
JarrahTree,2,2,0.0,0.0,0.0,0.0,0,2013-01-20 09:22:31,2013-02-01,278.0
80.171.129.8,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
77.185.213.162,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Saint-Louis,2,1,0.0,0.0,0.0,0.0,0,2012-11-01 09:39:24,2013-02-01,2198.0
Rrohdin,2,2,0.0,0.0,0.0,0.0,0,2013-01-19 19:32:44,2013-02-01,292.0
164.215.26.240,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Bdk,2,2,0.0,0.0,0.0,1.0,0,2013-01-31 02:50:48,2013-02-01,21.0
Fnielsen,2,1,0.0,0.0,0.0,0.0,0,2012-10-30 12:29:01,2013-02-01,2243.0
Louis-garden,2,1,0.0,0.0,0.0,0.0,0,2013-01-31 09:47:01,2013-02-01,14.0
188.98.108.119,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Jacopo Werther,2,2,0.0,0.0,0.0,0.0,0,2012-12-10 15:34:01,2013-02-01,1256.0
79.49.188.173,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
86.186.33.5,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Andreas Sihono,2,1,0.0,0.0,0.0,0.0,0,2012-11-14 02:06:46,2013-02-01,1893.0
2.192.247.245,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
59.167.119.184,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
DavidL,2,1,0.0,0.0,0.0,0.0,0,2012-12-15 16:53:49,2013-02-01,1135.0
180.241.220.172,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Tgr,2,1,0.0,0.0,0.0,2.0,0,2013-01-14 21:28:41,2013-02-01,410.0
JayJay,2,1,0.0,0.0,0.0,0.0,0,2013-01-16 01:45:13,2013-02-01,382.0
Atlantia,2,2,0.0,0.0,0.0,110.0,0,2013-01-17 13:58:26,2013-02-01,346.0
115.67.68.70,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
176.241.19.161,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
LlamaAl,2,1,0.0,0.0,0.0,1.0,0,2013-01-04 23:20:55,2013-02-01,648.0
83.163.5.82,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Dabbelju,2,1,0.0,0.0,0.0,0.0,0,2013-01-12 15:15:09,2013-02-01,464.0
Marcus Cyron,2,1,0.0,0.0,0.0,4.0,0,2013-01-14 15:16:58,2013-02-01,416.0
Quarz,2,2,0.0,0.0,0.0,0.0,0,2013-01-04 12:27:35,2013-02-01,659.0
Grin,2,2,0.0,0.0,0.0,0.0,0,2013-01-22 01:18:30,2013-02-01,238.0
188.23.93.140,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
145.253.135.81,2,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Aubrey,2,1,0.0,0.0,0.0,2.0,0,2012-10-30 10:29:35,2013-02-01,2245.0
213.54.120.160,2,2,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Kimdime,2,1,0.0,0.0,0.0,0.0,0,2013-01-31 14:51:32,2013-02-01,9.0
91.119.92.44,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
126.122.68.61,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
101.63.195.30,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Vince,1,1,0.0,0.0,0.0,0.0,0,2013-01-17 14:33:33,2013-02-01,345.0
Sasuke88,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 12:06:32,2013-02-01,11.0
94.228.19.78,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
79.52.185.152,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
79.176.192.82,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
87.68.83.14,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
109.48.76.196,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Ariel1024,1,1,0.0,0.0,0.0,1.0,0,2013-01-30 19:29:40,2013-02-01,28.0
66.189.113.124,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
78.84.32.163,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
92.195.72.198,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
SpeedyGonsales,1,1,0.0,0.0,0.0,1.0,0,2013-01-16 20:58:32,2013-02-01,363.0
217.19.22.210,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
188.6.68.23,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Shooke,1,1,0.0,0.0,0.0,0.0,0,2010-02-04 20:46:33,2013-02-01,26211.0
Jzana,1,1,0.0,0.0,0.0,0.0,0,2013-01-29 11:30:45,2013-02-01,60.0
193.190.253.144,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
37.147.146.31,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
87.19.168.27,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
84.20.73.100,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Fanglongzong,1,1,0.0,0.0,0.0,0.0,0,2013-01-23 01:46:52,2013-02-01,214.0
93.50.68.235,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
92.36.178.38,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
213.176.161.213,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Ab345z,1,1,0.0,0.0,0.0,1.0,0,2013-01-06 10:40:36,2013-02-01,613.0
Kky,1,1,0.0,0.0,0.0,0.0,0,2013-01-08 08:38:04,2013-02-01,567.0
5.44.39.248,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
77.188.0.44,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
2A01:E34:EC1F:A4C0:197A:F5D:D88C:F09A,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Juanr2099,1,1,0.0,0.0,0.0,0.0,0,2013-01-15 03:16:54,2013-02-01,404.0
Savh,1,1,0.0,0.0,0.0,0.0,0,2012-11-11 12:30:21,2013-02-01,1955.0
88.165.47.178,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
217.201.34.216,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Danny B.,1,1,0.0,0.0,0.0,36.0,0,2012-11-06 23:18:41,2013-02-01,2064.0
91.14.140.153,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
92.84.15.73,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
62.151.83.253,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
68.55.65.202,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Ossistyl,1,1,0.0,0.0,0.0,0.0,0,2013-01-29 08:28:06,2013-02-01,63.0
193.170.26.240,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
94.123.94.196,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Travelour,1,1,0.0,0.0,0.0,0.0,0,2013-01-26 18:20:08,2013-02-01,125.0
213.94.78.65,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
LydiaPintscher,1,1,0.0,0.0,0.0,0.0,0,2012-10-31 19:02:18,2013-02-01,2212.0
ManiacParisien,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 06:54:30,2013-02-01,17.0
2001:8B0:FFD5:14:91DD:A51D:25D6:FBA7,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Babel AutoCreate,1,1,0.0,0.0,0.0,0.0,0,2012-11-14 12:43:03,2013-02-01,1883.0
62.10.4.37,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Gugganij,1,1,0.0,0.0,0.0,0.0,0,2013-01-21 22:22:11,2013-02-01,241.0
Xtextexte,1,1,0.0,0.0,0.0,0.0,0,2012-11-01 05:50:03,2013-02-01,2202.0
Erika39,1,1,0.0,0.0,0.0,0.0,0,2013-01-04 12:12:21,2013-02-01,659.0
99.254.150.249,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
בנימין,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 14:11:37,2013-02-01,9.0
81.182.249.39,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
92.84.11.66,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
92.72.184.147,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Lotje,1,1,0.0,0.0,0.0,1.0,0,2013-01-05 09:00:42,2013-02-01,638.0
1.85.45.186,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
188.36.72.5,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Cbrown1023,1,1,0.0,0.0,0.0,0.0,0,2012-12-14 01:47:26,2013-02-01,1174.0
93.232.233.229,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
71.163.154.195,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
93.173.187.54,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
YMS,1,1,0.0,0.0,0.0,0.0,0,2013-01-02 09:11:50,2013-02-01,710.0
Krinkle,1,1,0.0,0.0,0.0,4.0,0,2010-04-19 16:28:37,2013-02-01,24439.0
Tobias1984,1,1,0.0,0.0,0.0,0.0,0,2012-12-05 21:15:14,2013-02-01,1370.0
NemesisIII,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 00:10:52,2013-02-01,23.0
178.216.128.99,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
180.241.224.34,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Aktron,1,1,0.0,0.0,0.0,38.0,0,2013-01-26 14:45:33,2013-02-01,129.0
178.40.31.87,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
93.137.110.18,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
89.182.26.48,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
89.34.99.10,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
141.113.86.94,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
188.6.187.163,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
31.46.194.175,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
GerardM,1,1,0.0,0.0,0.0,0.0,0,2009-09-20 12:36:33,2013-02-01,29507.0
Beroesz,1,1,0.0,0.0,0.0,0.0,0,2013-01-15 10:18:32,2013-02-01,397.0
86.199.3.132,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
LennyWikidata,1,1,0.0,0.0,0.0,0.0,0,2013-01-08 08:42:28,2013-02-01,567.0
109.48.76.208,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Dexbot,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Sebleouf,1,1,0.0,0.0,0.0,1.0,0,2012-10-30 17:34:02,2013-02-01,2238.0
Dima Mizeov,1,1,0.0,0.0,0.0,0.0,0,2013-01-16 15:22:16,2013-02-01,368.0
107.195.119.79,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
188.32.60.150,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Marimarina,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 10:11:21,2013-02-01,13.0
92.104.120.150,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
OsvátA,1,1,0.0,0.0,0.0,0.0,0,2013-01-30 07:35:19,2013-02-01,40.0
VladikVP,1,1,0.0,0.0,0.0,0.0,0,2013-01-15 11:36:29,2013-02-01,396.0
92.225.77.166,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
84.159.126.99,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Marsupium,1,1,0.0,0.0,0.0,0.0,0,2013-01-23 21:41:12,2013-02-01,194.0
Learts,1,1,0.0,0.0,0.0,0.0,0,2013-01-31 21:10:46,2013-02-01,2.0
198.151.13.60,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
FallingGravity,1,1,0.0,0.0,0.0,0.0,0,2012-12-03 03:19:38,2013-02-01,1436.0
75.137.3.252,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Kwj2772,1,1,0.0,0.0,0.0,0.0,0,2009-07-25 08:04:00,2013-02-01,30879.0
212.255.32.178,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
117.197.80.22,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Mith,1,1,0.0,0.0,0.0,0.0,0,2013-01-13 13:55:54,2013-02-01,442.0
62.23.212.216,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
Lucas,1,1,0.0,0.0,0.0,0.0,0,2012-11-14 13:49:20,2013-02-01,1882.0
187.20.168.240,1,1,0.0,0.0,0.0,0.0,0,0,2013-02-01,0.0
