"username","noedits","itemdiv","oldedit","editratio","bot_label","anon_label","nopropedits","noontoedit"
"Magy357",3,3,113538814,1,"0","0",,2
"Mahdiz",3,3,133545062,1,"0","0",,
"Maile66",3,3,43581984,1,"0","0",,
"Mainfoot",3,3,142253574,1,"0","0",,
"Majvern",3,3,68453444,1,"0","0",,
"Makenzis",3,3,5925596,1,"0","0",,
"Maksim",3,3,116970282,1,"0","0",,1
"MakTheBet",3,3,120948919,1,"0","0",,2
"Maleeetz",3,2,96312291,1.5,"0","0",,3
"Malopez 21",3,3,30445444,1,"0","0",,1
"Maltito",3,1,38410882,3,"0","0",,1
"MalTsilna",3,3,54546895,1,"0","0",,1
"Mammut74",3,2,91898491,1.5,"0","0",,1
"Manacore",3,3,99048662,1,"0","0",,
"Manastirile",3,1,52547618,3,"0","0",,1
"Manefon1989",3,2,35371877,1.5,"0","0",,1
"MANE MANE",3,3,88685382,1,"0","0",,
"Mani9",3,3,5779101,1,"0","0",,
"Manta Ray DeeJay",3,1,57794442,3,"0","0",,1
"Manuae",3,2,140876464,1.5,"0","0",,
"Manuele ita 86",3,1,77439419,3,"0","0",,
"Manuel M",3,3,124605351,1,"0","0",,1
"Man Usk",3,3,81222031,1,"0","0",,3
"Many baks",3,3,135010351,1,"0","0",,
"Maoman",3,3,77597154,1,"0","0",,3
"Maraletov",3,2,100495632,1.5,"0","0",,
"Marble gemstone",3,3,48890541,1,"0","0",,
"Mar(c)",3,2,106456905,1.5,"0","0",,1
"Marcello Gianola",3,1,57825179,3,"0","0",,3
"Marcos dias de oliveira",3,3,118464743,1,"0","0",,1
"MarcosEscalier",3,2,117150247,1.5,"0","0",,37
"Marcos gianluca",3,2,80206007,1.5,"0","0",,131
"Mardetanha",3,3,106825461,1,"0","0",,10
"Marfi",3,3,26910313,1,"0","0",120,3
"Margoz",3,3,82088693,1,"0","0",,6
"Mario7412",3,1,54534450,3,"0","0",,
"Markie93",3,2,60071872,1.5,"0","0",,
"Markus von Platz",3,3,81397061,1,"0","0",,
"Marlin Chang",3,3,52561268,1,"0","0",,14
"Martinmartin",3,2,26541522,1.5,"0","0",,13
"MartinMZG",3,1,52559917,3,"0","0",,
"Martin Sg.",3,3,122037278,1,"0","0",,
"MartinThoma",3,3,97530957,1,"0","0",1,2
"MARTIN WNDRLVND",3,3,55410109,1,"0","0",,2
"Martynas Patasius",3,2,53485891,1.5,"0","0",,2
"Marzedu",3,3,97336277,1,"0","0",,
"Masfilip",3,3,83390547,1,"0","0",,
"Match2015",3,3,48504020,1,"0","0",,
"Mateusz Konieczny",3,3,62066106,1,"0","0",3,76
"Matheusoares",3,2,115216255,1.5,"0","0",,
"Mathias-90",3,3,69496441,1,"0","0",,2
"Matroc",3,3,34113217,1,"0","0",,
"Matt1411",3,3,20187938,1,"0","0",,4
"Matteoq92",3,3,73121090,1,"0","0",,
"Matti",3,3,103884091,1,"0","0",,2
"Mauls",3,3,49636932,1,"0","0",,
"Mauro Lanari",3,1,135153474,3,"0","0",,1
"Mawkeb",3,1,57909215,3,"0","0",,
"Maxeeder",3,3,34063738,1,"0","0",,1
"Maximilianklein",3,2,121634472,1.5,"0","0",6,1
"MAyo",3,3,52136018,1,"0","0",,5
"Mayooranathan",3,3,21475374,1,"0","0",,1
"MC2013",3,3,88519725,1,"0","0",,5
"MCDONALN ALOYCE FUTE",3,3,50835016,1,"0","0",,
"Mcduarte2000",3,1,114079971,3,"0","0",,
"McGeddon",3,3,71134176,1,"0","0",,
"Mdann52",3,3,101491552,1,"0","0",,12
"Mdos55",3,2,36671496,1.5,"0","0",,
"Me2hero",3,2,26823854,1.5,"0","0",,17
"Meedoctor",3,1,72209097,3,"0","0",,
"Meena gayathri.s",3,3,23813859,1,"0","0",,2
"MegaAselos",3,3,42451980,1,"0","0",,2
"MegevandBesancon",3,1,59597571,3,"0","0",,
"Mehdi4444",3,1,117041521,3,"0","0",3,
"Mehgot",3,3,59103822,1,"0","0",,
"Melaen",3,2,82791925,1.5,"0","0",,19
"Melberg",3,1,106227627,3,"0","0",,
"Melcous",3,3,18201355,1,"0","0",,1
"Meniv",3,1,107083025,3,"0","0",,1
"Mentos863",3,3,61890765,1,"0","0",,4
"Mer81",3,1,48829452,3,"0","0",,
"Mercurywoodrose",3,2,108067065,1.5,"0","0",,
"Mer du Japon",3,2,136409617,1.5,"0","0",,9
"Metaknowledge",3,2,147485991,1.5,"0","0",,
"Metrophil",3,3,72462177,1,"0","0",,7
"Meursault2004",3,3,60960222,1,"0","0",,2
"Mevo",3,2,132978695,1.5,"0","0",,
"Mggamber",3,1,100363666,3,"0","0",,
"Mhenke2",3,1,50051950,3,"0","0",,2
"Miaouclub",3,2,98879286,1.5,"0","0",,5
"Micha",3,3,122628873,1,"0","0",,
"Michael Hardy",3,3,74849793,1,"0","0",,
"Michael-stanton",3,1,39249725,3,"0","0",,
"Michaelversatile",3,2,18513203,1.5,"0","0",,
"Michail333",3,3,109836949,1,"0","0",,
"MichaK",3,3,105715474,1,"0","0",,4
"Michczu",3,1,19720433,3,"0","0",,2
"Michele-sama",3,2,128949380,1.5,"0","0",,2
"Midnightblueowl",3,3,119791762,1,"0","0",,
"Mika77",3,3,51693505,1,"0","0",,2
"Mike210381",3,3,53751151,1,"0","0",,
"Mike ale11",3,2,73074129,1.5,"0","0",,4
"Mikedelis",3,3,140360992,1,"0","0",,
"Mikhail Ryazanov",3,3,34973329,1,"0","0",,
"Mikicat",3,1,59228396,3,"0","0",,
"Millbart",3,3,132085476,1,"0","0",,
"Miloszk22",3,1,143290778,3,"0","0",20,1
"Mimdebare",3,1,46747947,3,"0","0",,
"Mimich~wikidatawiki",3,1,129820302,3,"0","0",,
"Minihaa",3,1,53603876,3,"0","0",,3
"Minina",3,3,60755309,1,"0","0",,
"MinnesotaWinter",3,1,104315832,3,"0","0",,
"MinorSoccerLeagueLove",3,1,8803781,3,"0","0",,
"Minz48",3,2,56876952,1.5,"0","0",,2
"Miracle Pen",3,3,85913330,1,"0","0",,
"Miraculamundi",3,2,43527477,1.5,"0","0",,2
"Miralostudio",3,1,46164820,3,"0","0",,
"MIRKO.G.93",3,3,129817469,1,"0","0",,
"Mishgan 2000",3,2,81068829,1.5,"0","0",,12
"Misiolekar",3,3,20611212,1,"0","0",,2
"MissMhisi",3,3,9954608,1,"0","0",,
"MisterBee1966",3,2,141817884,1.5,"0","0",,10
"MisterXS",3,3,19787836,1,"0","0",,7
"Mistico66",3,1,135475235,3,"0","0",,
"M.karimian90",3,1,115224818,3,"0","0",,
"Mkdw",3,3,42178805,1,"0","0",,1
"M-le-mot-dit",3,1,107445056,3,"0","0",,4
"MMAARREE",3,2,55259962,1.5,"0","0",,
"Mmlov",3,3,114075203,1,"0","0",,
"Mnavi",3,2,4516169,1.5,"0","0",,71
"Moala",3,1,75379718,3,"0","0",,
"Mobyduck",3,1,114081222,3,"0","0",,
"Moedagalega",3,3,21986572,1,"0","0",,
"Mogadir",3,3,80393313,1,"0","0",,8
"Mohajeer",3,2,8552855,1.5,"0","0",,
"Mohammad9574",3,3,43608225,1,"0","0",,
"Mohammedbas",3,3,127229039,1,"0","0",,1
"Monsegu 2",3,3,74775216,1,"0","0",,
"Montouesto",3,3,61048309,1,"0","0",,
"MONUMENTA",3,1,4424210,3,"0","0",,4
"Moonlover369",3,2,11232872,1.5,"0","0",,3
"Moonriddengirl",3,3,92061631,1,"0","0",,
"Morry39",3,3,19629517,1,"0","0",,1
"Mortezadavid",3,1,52392227,3,"0","0",,
"MostCult",3,2,113722491,1.5,"0","0",,1
"Motiur Rahman Oni",3,3,89439880,1,"0","0",,
"Mr.BuriramCN",3,3,125507215,1,"0","0",,2
"MrButler",3,1,29484997,3,"0","0",,
"MrCharro",3,3,70984508,1,"0","0",2,11
"MReal32",3,1,40291786,3,"0","0",,
"Mr.Ilia T",3,3,4443030,1,"0","0",,1
"Mr Meiji",3,3,135526598,1,"0","0",,2
"Mr. Pseudo",3,2,96256054,1.5,"0","0",,
"MSha",3,3,31929360,1,"0","0",,
"M-sho-gun",3,3,103180478,1,"0","0",,
"Muhammed taha",3,3,128428055,1,"0","0",,
"Munci",3,3,54962717,1,"0","0",,
"Munjanes",3,3,97653344,1,"0","0",10,6
"Munja-x86",3,2,77343467,1.5,"0","0",,1
"Murat Güneş Altuntaşoğlu",3,3,66968785,1,"0","0",,
"Murtadha Shareef",3,1,105867460,3,"0","0",,
"Musayev AZE",3,3,27088621,1,"0","0",,
"MustafaKurt",3,3,41867941,1,"0","0",,
"Mychajlo Naumenko",3,3,65076561,1,"0","0",,
"MyNameIsASDF",3,3,62324358,1,"0","0",,
"Mynetsky",3,1,51679602,3,"0","0",,
"Myrat",3,3,123290998,1,"0","0",,1
"Nadar",3,1,119741038,3,"0","0",,
"Nadjiwill",3,2,34906604,1.5,"0","0",,
"Namiba",3,3,61037530,1,"0","0",,
"Namikilisu",3,3,46429596,1,"0","0",,
"Nano9725 Compte 2",3,3,84766903,1,"0","0",,2
"Napgueros",3,3,45291379,1,"0","0",,
"Narutolovehinata5",3,3,42136307,1,"0","0",,1
"Nasibli95",3,3,71391809,1,"0","0",,
"Natig98",3,2,141811494,1.5,"0","0",,
"Natrium",3,1,25685271,3,"0","0",,
"Nattr",3,2,104032961,1.5,"0","0",,18
"Necessary Evil",3,3,135722902,1,"0","0",,1
"Necrologio",3,2,42610147,1.5,"0","0",,1
"Nehrams2020",3,3,107587648,1,"0","0",,
"Neko in black",3,1,11974757,3,"0","0",,
"Nenadkgkg",3,2,114174026,1.5,"0","0",,1
"Neodop",3,3,71889503,1,"0","0",,6
"Neon",3,3,106886542,1,"0","0",,
"Neonz~wikidatawiki",3,3,108183647,1,"0","0",,2
"Neptuunium",3,2,21542480,1.5,"0","0",,
"Nessumsaram",3,1,3855276,3,"0","0",,
"Netbot",3,1,53156489,3,"0","0",,
"Netrat",3,1,137068498,3,"0","0",,
"Nfitz",3,2,17639417,1.5,"0","0",9,8
"Nguynkimsn2003",3,3,64264688,1,"0","0",,
"Niceguyedc",3,3,69559557,1,"0","0",,
"Nicholas Gemini",3,3,108703685,1,"0","0",,
"Nickanc",3,2,126365097,1.5,"0","0",,1
"Nick Jr.",3,1,23025259,3,"0","0",,1
"Nicocuervo95",3,3,118811679,1,"0","0",,1
"Nicolas M. Perrault",3,1,142658608,3,"0","0",,
"Nikita Kuzin",3,3,111512378,1,"0","0",,
"Nikki070",3,1,15448324,3,"0","0",,
"Niko67000",3,2,47744100,1.5,"0","0",,
"Nîmois30",3,3,18859374,1,"0","0",,3
"Ningauble",3,3,100607943,1,"0","0",,
"Nipas2",3,3,56779378,1,"0","0",,
"Nirniron2",3,2,31031248,1.5,"0","0",,
"Nisetpdajsankha",3,3,124435394,1,"0","0",,
"Nivkorkos",3,3,22321088,1,"0","0",,4
"Noelopan1923",3,3,118161733,1,"0","0",,
"NoFraJe",3,3,19134487,1,"0","0",,2
"Nonno88",3,3,37004547,1,"0","0",,
"Noor amirudin",3,3,90500047,1,"0","0",,4
"Noplaar",3,3,98811751,1,"0","0",,5
"Norbyvysoky",3,1,21966250,3,"0","0",,
"Northerner",3,3,122770731,1,"0","0",,4
"NotWith",3,3,131516844,1,"0","0",,
"Noyescancel",3,3,113607661,1,"0","0",4,
"NSH002",3,3,98265120,1,"0","0",,
"Ntomasina",3,1,34274027,3,"0","0",1,3
"Nub Cake",3,3,66651948,1,"0","0",,5
"Nummer 12",3,3,109989293,1,"0","0",,1
"Nurg",3,3,77377459,1,"0","0",,
"Obaida22",3,3,38621799,1,"0","0",,
"Obelisk1996",3,1,83646296,3,"0","0",,
"Obelix83",3,3,50822649,1,"0","0",,1
"Obiwankenobi",3,2,138002981,1.5,"0","0",,
"Occitanialibera",3,3,89782690,1,"0","0",,1
"O.celebi",3,3,23452888,1,"0","0",,3
"Odessey",3,3,112487895,1,"0","0",,
"Odonacc",3,3,117285818,1,"0","0",,
"Oerknal",3,3,90063771,1,"0","0",,7
"Ohconfucius",3,2,105721840,1.5,"0","0",,
"OHVChris75~wikidatawiki",3,2,142788335,1.5,"0","0",,2
"Oidabeda",3,3,65895818,1,"0","0",,
"Oklaster",3,1,84727952,3,"0","0",,
"Økonom",3,3,126362972,1,"0","0",,
"Oksanche",3,2,16510965,1.5,"0","0",,61
"OlegRedchuk",3,1,84017651,3,"0","0",,
"OliverSpears",3,3,133344559,1,"0","0",,
"Ollinaie",3,2,25568453,1.5,"0","0",,
"Olsi",3,3,45718452,1,"0","0",9,2
"Olsonspterom",3,2,118007157,1.5,"0","0",,
"Omargfh",3,1,18861936,3,"0","0",,
"Omni Flames",3,3,38701682,1,"0","0",,
"Omnipaedista",3,3,137431306,1,"0","0",,
"OmriOmri",3,3,108975243,1,"0","0",,1
"Onarakusai",3,2,8849000,1.5,"0","0",,2
"Onda92",3,3,35380319,1,"0","0",,
"Oneam",3,3,138293997,1,"0","0",,
"Onlyraffael",3,2,16526285,1.5,"0","0",,
"Ontolo",3,1,7560136,3,"0","0",,4
"Optimale",3,3,109153454,1,"0","0",,4
"Orci",3,3,17936192,1,"0","0",,
"O revolucionário aliado",3,3,79988185,1,"0","0",,1
"ÖrjanSvensk",3,3,108141687,1,"0","0",,3
"Osarsan",3,3,57529410,1,"0","0",,
"Ostentatum",3,3,39866904,1,"0","0",,
"Oumpah-Pah",3,3,136045842,1,"0","0",,
"Ozerk",3,1,85975204,3,"0","0",15,
"Pablolaguna",3,1,58505511,3,"0","0",2,10
"Paganetz",3,3,122793635,1,"0","0",,
"PaladinBH",3,3,112880681,1,"0","0",,
"PANKAJ DEO",3,3,27442413,1,"0","0",,
"PANONIAN2",3,3,120375674,1,"0","0",,
"Paraw",3,3,97212764,1,"0","0",,2
"Parikan",3,3,15715284,1,"0","0",,33
"Parimo70",3,1,6673981,3,"0","0",,
"Paripori",3,1,1116703,3,"0","0",,
"Pasac",3,3,16515389,1,"0","0",,
"Pascal Z",3,3,100007702,1,"0","0",,1
"Patamaski",3,1,32714853,3,"0","0",,
"PatDi",3,2,142144182,1.5,"0","0",,2
"PaterMcFly",3,3,141711137,1,"0","0",,14
"Patkro12",3,3,36040463,1,"0","0",,
"Patrickfrank86",3,1,102601825,3,"0","0",,1
"Patrick Rogel",3,2,103706472,1.5,"0","0",,
"Patriot Kur",3,3,138043798,1,"0","0",,
"Patrisims",3,3,24466598,1,"0","0",,6
"Patrizia De Martino",3,2,7991981,1.5,"0","0",,
"Patryk012",3,3,107796602,1,"0","0",,
"PaucaVerba",3,2,59036061,1.5,"0","0",,
"Paul Chynoweth MBE",3,1,113091402,3,"0","0",,
"Paul-Eric Langevin",3,1,68693782,3,"0","0",,1
"Paullosa",3,1,20951890,3,"0","0",,
"Paulo rsmenezes",3,1,39401802,3,"0","0",3,9
"PAvdK",3,3,140622821,1,"0","0",,5
"Pavouk",3,2,67224620,1.5,"0","0",,15
"Pawnkingthree",3,3,26378011,1,"0","0",,4
"Peadara",3,3,46846357,1,"0","0",2,
"PeeJay2K3",3,3,79453237,1,"0","0",,
"Pegaah",3,2,98502955,1.5,"0","0",,
"Pelex",3,3,108718052,1,"0","0",,2
"Pelikana",3,3,124503666,1,"0","0",,1
"Peluba",3,3,93167492,1,"0","0",,1
"Pengo",3,3,79619688,1,"0","0",,33
"Pera detlic",3,3,38597119,1,"0","0",,
"PerfektesChaos",3,3,85064417,1,"0","0",,
"Perzhi",3,2,107011742,1.5,"0","0",,
"Pescov",3,3,125048971,1,"0","0",,5
"Peterhansen",3,1,100001764,3,"0","0",,
"PeteWilliamWise",3,1,51536477,3,"0","0",,
"Petrov Victor",3,3,142600402,1,"0","0",,
"Petruz",3,3,50884108,1,"0","0",,2
"PG1TBC",3,1,143633388,3,"0","0",,
"Pgallert",3,3,49032849,1,"0","0",,9
"Ph03nix1986",3,3,67048996,1,"0","0",,
"Phadadosty",3,1,148154131,3,"0","0",,
"Phong phaothu",3,3,137248852,1,"0","0",,
"Phyo WP",3,2,103248043,1.5,"0","0",,1
"Physikerwelt",3,2,44508117,1.5,"0","0",1,19
"Pierluigi05",3,3,42681867,1,"0","0",,1
"Pietromarialiuzzo",3,3,71170383,1,"0","0",,
"Pine",3,2,52955719,1.5,"0","0",,2
"Pinglei He",3,2,128921165,1.5,"0","0",,
"Pinguictor",3,2,86812455,1.5,"0","0",,27
"Pinkmlover",3,3,51934898,1,"0","0",,
"Pinshiulo",3,3,119581621,1,"0","0",,
"Piotr967",3,3,54692569,1,"0","0",,
"Pirags",3,3,39808409,1,"0","0",,26
"Pirehelokan",3,3,88347509,1,"0","0",,3
"Pladask",3,1,97493550,3,"0","0",,
"Planvi",3,1,139149776,3,"0","0",,2
"Plasmium",3,1,66719692,3,"0","0",,2
"Plasticinax",3,3,97287835,1,"0","0",,
"PlatonPskov",3,3,115361311,1,"0","0",,
"Podsauna Seppl",3,3,29653835,1,"0","0",,
"Poem",3,3,139983043,1,"0","0",,
"Poirier2000",3,1,15649817,3,"0","0",,
"PolBr",3,3,87807205,1,"0","0",,1
"PolishRocker",3,3,134309183,1,"0","0",,
"Poorya0014",3,3,89538522,1,"0","0",,1
"Popeva",3,3,64329664,1,"0","0",,
"Postcrosser",3,2,43842976,1.5,"0","0",,2
"P.oudhoff",3,3,22236887,1,"0","0",,3
"Pouyana",3,3,144590460,1,"0","0",62,1
"Poya-P",3,3,7077437,1,"0","0",,
"Pplex.vhs",3,2,8926166,1.5,"0","0",,
"Pppery",3,2,21533321,1.5,"0","0",3,29
"Pppighil",3,3,130313748,1,"0","0",,
"Pradigue",3,3,90210886,1,"0","0",,
"Pranavsuresh17",3,1,8157586,3,"0","0",,
"Prateekmalviya20",3,3,114006588,1,"0","0",,7
"Prateektomar",3,1,3595347,3,"0","0",,
"Pratyya Ghosh",3,3,121944708,1,"0","0",1,
"President23",3,3,18762614,1,"0","0",,
"Primergrey",3,3,74274756,1,"0","0",,
"Priviet",3,3,133372580,1,"0","0",,2
"Profileall",3,1,20627508,3,"0","0",,
"Prof.lumacorno",3,2,32947567,1.5,"0","0",,2
"Prometheus1",3,3,41068712,1,"0","0",,2
"Pronoia",3,3,14475776,1,"0","0",,
"Propositum",3,1,34846051,3,"0","0",,
"Proud User",3,1,47711048,3,"0","0",,38
"PtG",3,3,110869554,1,"0","0",,
"Puchku",3,3,61121473,1,"0","0",,4
"Pusle8",3,1,62089933,3,"0","0",,
"PWester",3,3,123434294,1,"0","0",,3
"Pxos",3,3,107258879,1,"0","0",2,1
"Py4nf",3,2,98059142,1.5,"0","0",,6
"Pzycho10",3,3,121905511,1,"0","0",,3
"Qali.qaqa",3,2,40749806,1.5,"0","0",,
"Qarakesek",3,3,134455640,1,"0","0",,
"Qbli2mHd",3,3,133074896,1,"0","0",,17
"Qed237",3,2,57036910,1.5,"0","0",,
"Quandary",3,1,125156610,3,"0","0",,
"Quantanew",3,3,94262849,1,"0","0",,
"Quedel",3,3,18770017,1,"0","0",,4
"Qurmancê Anatolî",3,2,72428361,1.5,"0","0",,
"Qurren",3,3,24882312,1,"0","0",,
"Qvaxy",3,3,104822851,1,"0","0",,
"R37Chelsea",3,2,111163006,1.5,"0","0",,
"Rabanusmaurus",3,3,97768033,1,"0","0",,1
"RabbitMeow",3,2,18610179,1.5,"0","0",,
"Radagastor",3,3,84265767,1,"0","0",,
"Radioztar",3,2,113959076,1.5,"0","0",,
"Rævhuld",3,3,17038998,1,"0","0",,
"Rafael Zink",3,3,137394620,1,"0","0",,
"Rahiane sHOMAL",3,2,82960487,1.5,"0","0",,
"Rahul amin roktim",3,2,54505735,1.5,"0","0",,1
"Ralf Roletschek",3,3,34833486,1,"0","0",,
"Ramaksoud2000",3,1,120788076,3,"0","0",,
"Ranbar",3,3,111898808,1,"0","0",,
"Rantybd",3,3,97761813,1,"0","0",,
"RaviC",3,2,113128077,1.5,"0","0",,1
"Ravit",3,2,122955118,1.5,"0","0",,
"Ray Garraty",3,3,109603684,1,"0","0",,
"Raystorm",3,3,50167250,1,"0","0",,12
"Rdinhani",3,3,16223222,1,"0","0",,17
"Reakcionista",3,2,82166912,1.5,"0","0",,
"Realdavo",3,3,6766981,1,"0","0",,1
"Recent contributor",3,2,26977813,1.5,"0","0",,1
"ReclaM",3,3,25243648,1,"0","0",,
"RedDead720",3,3,29523683,1,"0","0",,
"RedMosQ",3,3,74991106,1,"0","0",,
"Redtrevius",3,1,7141072,3,"0","0",,
"Redvaiz",3,3,139220000,1,"0","0",,
"Reem Al-Kashif",3,3,61894673,1,"0","0",,2
"Regge robban2",3,2,52556733,1.5,"0","0",,
"Regushee",3,2,65165464,1.5,"0","0",,1
"Remember",3,1,117454764,3,"0","0",,1
"Renardo la vulpo",3,3,82371373,1,"0","0",,23
"Renée Sens S.",3,1,47997430,3,"0","0",,
"Renly~wikidatawiki",3,3,130070379,1,"0","0",,
"RepliCarter",3,2,100520898,1.5,"0","0",,1
"Rexbe",3,1,22146428,3,"0","0",,
"Rey Yagami 1163",3,3,46151272,1,"0","0",,
"Reza1615",3,2,145512802,1.5,"0","0",83,2
"Rezwan Khair",3,3,20719036,1,"0","0",,
"Riana dcunha",3,1,24845461,3,"0","0",,
"Ricecenter",3,1,475576,3,"0","0",,
"Richardkiwi",3,3,46150014,1,"0","0",,
"RichardWeiss",3,3,61175820,1,"0","0",,2
"Rifford",3,2,106042956,1.5,"0","0",,
"Riggwelter",3,2,22653563,1.5,"0","0",,
"Rigoureux",3,3,36929400,1,"0","0",,
"RikVII",3,2,80789569,1.5,"0","0",,2
"Ringoame",3,3,48628482,1,"0","0",,
"RinserWinds",3,3,17061375,1,"0","0",,52
"Riskchard",3,3,139911544,1,"0","0",,
"Rittermo",3,2,140804671,1.5,"0","0",,
"River-run",3,3,125029327,1,"0","0",,
"RKHashmani",3,2,54703490,1.5,"0","0",,
"Roastchicken",3,2,48728200,1.5,"0","0",,
"Roberta F.",3,3,113582918,1,"0","0",,
"Robert Frobisher",3,1,131959465,3,"0","0",,1
"Robertk9410",3,3,14114919,1,"0","0",,10
"Robert Weemeyer",3,3,108490755,1,"0","0",,3
"Robin Chubret",3,3,42471231,1,"0","0",,1
"Robot3.0",3,3,125222834,1,"0","0",,
"Robslpy",3,3,53731673,1,"0","0",,2
"Rochelimit",3,3,59390262,1,"0","0",,
"Roger de Lauria",3,2,103079686,1.5,"0","0",,
"Roger Otoni",3,3,25927435,1,"0","0",,
"Rogidomain",3,3,129934508,1,"0","0",,
"Rojypala",3,3,81717965,1,"0","0",,
"Rolnik99",3,1,117411149,3,"0","0",,
"Romuald Wróblewski",3,3,105335310,1,"0","0",,
"Roquetero",3,3,7427794,1,"0","0",,
"Rotesdiadem",3,2,2610964,1.5,"0","0",,2
"Routpiton",3,2,4719623,1.5,"0","0",,3
"Rowanwindwhistler",3,3,104475030,1,"0","0",,
"Rpo.castro",3,3,115789280,1,"0","0",,8
"RRJ",3,2,67586220,1.5,"0","0",,7
"Rrjpobjb",3,3,87579263,1,"0","0",,
"Rrudzik",3,3,72499061,1,"0","0",,
"Rufet Turkmen",3,3,54449678,1,"0","0",,
"Rufflos",3,1,107220434,3,"0","0",2,
"Rutulec",3,2,60774963,1.5,"0","0",,
"S1imeman",3,1,559667,3,"0","0",,
"Saeedalijani",3,1,56555922,3,"0","0",,2
"Safety-Hero",3,1,127820592,3,"0","0",,
"Safone96",3,2,53537905,1.5,"0","0",,
"Saintfevrier",3,3,136734270,1,"0","0",,
"Saitcank",3,2,55898673,1.5,"0","0",,2
"Sajjad ctg",3,3,114699079,1,"0","0",,
"SalamanderMinds",3,3,137881320,1,"0","0",,
"Salarabdolmohamadian",3,3,27171435,1,"0","0",,3
"Saleemsaleem",3,1,41041738,3,"0","0",,
"Salicyna",3,3,59318864,1,"0","0",,
"Salmin",3,2,70032921,1.5,"0","0",,2
"Saltanat ebli",3,3,132584508,1,"0","0",,
"Salva Elizalde",3,1,56857123,3,"0","0",,
"Salvidrim!",3,3,121192197,1,"0","0",,1
"Sambrown1993",3,3,61027711,1,"0","0",,
"Sameda00",3,1,26198107,3,"0","0",,
"Sam Sailor",3,3,124967812,1,"0","0",,8
"Samsara",3,3,71827398,1,"0","0",,
"SANCAN112",3,3,18425233,1,"0","0",,1
"Sandrawmde",3,3,99909327,1,"0","0",,37
"SantiagoGG",3,3,24469583,1,"0","0",,
"Santur861",3,3,59982616,1,"0","0",,
"Sarah Oelker",3,3,14353771,1,"0","0",,38
"Sarantis ko",3,3,67956817,1,"0","0",,3
"SaratRouthu",3,3,40504534,1,"0","0",15,
"Saskeh",3,3,59422156,1,"0","0",,2
"Saveliy ufa",3,3,54449030,1,"0","0",,3
"Sbarrett1",3,1,83065620,3,"0","0",,
"Scharinga",3,3,60949236,1,"0","0",,
"Schelbertgeorg",3,1,50909615,3,"0","0",,27
"Schenad",3,2,8580297,1.5,"0","0",,2
"Schinken Baguette",3,1,456693,3,"0","0",,
"Schlosser67",3,3,25805121,1,"0","0",,1
"Schlum",3,3,102217338,1,"0","0",,2
"Schnoatbrax",3,3,143724290,1,"0","0",,
"Scooberty",3,3,52601228,1,"0","0",,
"Scribe tatillon",3,1,18945189,3,"0","0",,
"Scrubgroly",3,1,109981255,3,"0","0",,
"Sd",3,3,51116865,1,"0","0",,
"SDB~wikidatawiki",3,2,143440971,1.5,"0","0",,
"Seagull123",3,2,37019828,1.5,"0","0",,
"Seam.us",3,1,85008316,3,"0","0",,
"Search255",3,1,62256700,3,"0","0",,
"Sebastian James",3,3,111145194,1,"0","0",,3
"Sebayer",3,2,54290331,1.5,"0","0",,
"SebPeyrard",3,1,104929809,3,"0","0",,
"SelimAnkara1993",3,1,84844800,3,"0","0",,
"SeNar01",3,3,27599210,1,"0","0",,
"SeplU3N2",3,3,102398648,1,"0","0",,3
"Seppi333",3,3,88794123,1,"0","0",1,16
"September 1988",3,3,124308361,1,"0","0",,
"Sergiulone",3,3,127403177,1,"0","0",,1
"Seriesphile",3,1,36035009,3,"0","0",,
"Sermont",3,2,101940361,1.5,"0","0",,
"Sertmann",3,1,5288750,3,"0","0",,2
"Servando2",3,3,117002738,1,"0","0",,
"Servitje",3,3,66301811,1,"0","0",,
"Severnyi",3,3,141212374,1,"0","0",,
"ShadowTheHedgehog1",3,3,38966663,1,"0","0",,2
"Shahrux",3,3,38659084,1,"0","0",,1
"Shakeydeal33",3,3,49645818,1,"0","0",,1
"Shal.george",3,2,84017311,1.5,"0","0",,2
"Sharon Avrielle",3,3,76054070,1,"0","0",,1
"Sherbert~enwikibooks",3,3,54562938,1,"0","0",,45
"Sheykh Zade98",3,2,23807486,1.5,"0","0",,
"Shhhhwwww!!",3,3,84128284,1,"0","0",,
"Shi Annan",3,3,70885863,1,"0","0",,5
"Shimmin Beg",3,3,142138650,1,"0","0",,
"Shivap",3,3,105541583,1,"0","0",,
"Shizuoasavc7",3,3,84652026,1,"0","0",,9
"Shkuru Afshar",3,3,28177309,1,"0","0",,3
"Shridhar V Hegde",3,3,101658547,1,"0","0",,
"ShriGowri.C.G",3,1,7884700,3,"0","0",,
"Sianpu",3,1,115938281,3,"0","0",,
"Siblem",3,3,3207786,1,"0","0",,
"Sibom",3,3,139558276,1,"0","0",,3
"Sidevar",3,3,129899633,1,"0","0",,
"Sierrus1982",3,1,52844443,3,"0","0",,
"Sijysuis",3,3,27501657,1,"0","0",,
"Silin2005",3,3,107001148,1,"0","0",,6
"Silk666",3,1,19689595,3,"0","0",,
"Silken Thomas",3,1,1077579,3,"0","0",,
"SilverReaper",3,3,43235878,1,"0","0",,
"SimmeD",3,3,22601155,1,"0","0",,
"Simon1314",3,1,56711572,3,"0","0",,
"Simplexity22",3,3,1104763,1,"0","0",,
"Sinaamasa",3,1,110126460,3,"0","0",,
"Sincho90",3,3,71990790,1,"0","0",,
