"username","noedits","itemdiv","oldedit","editratio","bot_label","anon_label","nopropedits","noontoedit"
"محمد ذیشان خان",6,6,62437490,1,"0","0",,
"هفشجانی",6,6,37171976,1,"0","0",,
"ΑΝώΔυΝος",6,5,118073993,1.2,"0","0",,
"Έλληνας2015",6,6,67078932,1,"0","0",,5
"Барвенковский",6,5,93839853,1.2,"0","0",,1
"Бересклон на ресницах",6,5,12422338,1.2,"0","0",,1
"Владислав Резвый",6,5,139867388,1.2,"0","0",,2
"Дилдорбек",6,4,56383133,1.5,"0","0",,8
"Зырты",6,6,132574261,1,"0","0",,14
"Ілля Касакоў",6,1,96876246,6,"0","0",,16
"Маскитный",6,6,136707119,1,"0","0",,
"Николай Эйхвальд",6,6,77545739,1,"0","0",,2
"Раммон",6,4,52494225,1.5,"0","0",,18
"Рассилон",6,6,41872197,1,"0","0",,5
"Савелий В А",6,2,53462295,3,"0","0",,
"Сергей Олегович",6,4,139950261,1.5,"0","0",,1
"Սյուզի14",6,6,91784814,1,"0","0",,
"Տաթև Գաբրիելյան",6,6,40716018,1,"0","0",,
"भाषाविद्",6,1,117708885,6,"0","0",,
"ஜுபைர் அக்மல்",6,6,45762925,1,"0","0",,19
"井伊谷",6,6,10924834,1,"0","0",,1
"圍棋一級",6,6,70107529,1,"0","0",,12
"天照皇女",6,1,33105954,6,"0","0",,
"妖精書士",6,6,136986097,1,"0","0",,
"損齋",6,6,55665589,1,"0","0",,6
"이중 환상",5,5,28760341,1,"0","0",,3
"ささら",5,4,123674069,1.25,"0","0",,1
"だ＊ぜ",5,1,3221455,5,"0","0",,
"조재규",5,2,14033039,2.5,"0","0",,
"テアニン",5,5,44983551,1,"0","0",,5
"おてんきや",5,3,76943369,1.6666666666666667,"0","0",,
"なるこんた",5,5,35353077,1,"0","0",,2
"ウィキペン",5,5,134077434,1,"0","0",,
"ダルメーター",5,5,56018867,1,"0","0",,3
"시다바리공주",5,5,55015185,1,"0","0",,
"オオミズナギドリ",5,5,123421532,1,"0","0",,
"104.243.167.150 ",5,1,22021635,5,"0","1",,1
"105.159.242.246 ",5,1,4145949,5,"0","1",,
"107.171.153.43 ",5,4,34753975,1.25,"0","1",,
"108.27.211.210 ",5,2,30924099,2.5,"0","1",,
"109.124.140.251 ",5,1,140103156,5,"0","1",,
"109.134.115.68 ",5,5,94282971,1,"0","1",,
"109.14.190.230 ",5,3,127195380,1.6666666666666667,"0","1",,
"109.79.227.163 ",5,2,17111705,2.5,"0","1",,
"110.169.10.128 ",5,1,5671958,5,"0","1",,
"111.1.120.146 ",5,5,88846266,1,"0","1",,
"111.171.228.25 ",5,1,59009518,5,"0","1",,
"111.89.83.112 ",5,1,97143159,5,"0","1",,
"111.92.95.57 ",5,1,92344122,5,"0","1",,
"114.180.10.171 ",5,2,132150387,2.5,"0","1",,
"114.181.52.222 ",5,2,30234150,2.5,"0","1",,5
"114.27.82.241 ",5,2,15874736,2.5,"0","1",,
"116.64.59.47 ",5,4,98224993,1.25,"0","1",,
"122.90.81.155 ",5,2,53274533,2.5,"0","1",,
"128.138.65.88 ",5,1,1927135,5,"0","1",,
"129.13.72.198 ",5,4,46789581,1.25,"0","1",,
"130.183.94.166 ",5,1,32951060,5,"0","1",,
"132.165.76.2 ",5,1,57592882,5,"0","1",5,38
"134.176.242.12 ",5,1,21651566,5,"0","1",,
"136.169.231.255 ",5,2,53343829,2.5,"0","1",,
"146.90.175.130 ",5,1,57896860,5,"0","1",,
"147.228.209.163 ",5,1,85017741,5,"0","1",,
"147.41.128.34 ",5,1,3527412,5,"0","1",,2
"150.214.94.248 ",5,2,27958506,2.5,"0","1",,
"151.33.36.16 ",5,1,25333770,5,"0","1",,
"151.55.130.72 ",5,5,66107700,1,"0","1",,
"153.92.44.7 ",5,1,23047605,5,"0","1",,
"156.198.132.247 ",5,1,46275143,5,"0","1",,
"176.10.249.111 ",5,4,53584183,1.25,"0","1",,
"176.2.97.25 ",5,1,48654976,5,"0","1",,
"177.179.19.10 ",5,2,37674602,2.5,"0","1",,
"178.197.227.88 ",5,1,101579423,5,"0","1",,
"178.222.221.111 ",5,5,78581586,1,"0","1",,
"178.37.34.96 ",5,1,129485582,5,"0","1",,1
"178.39.228.89 ",5,4,21645556,1.25,"0","1",,
"178.66.128.182 ",5,1,45508069,5,"0","1",,
"178.66.147.190 ",5,1,45652472,5,"0","1",,
"178.66.189.45 ",5,1,47753153,5,"0","1",,
"178.8.181.88 ",5,3,2083905,1.6666666666666667,"0","1",,1
"179.177.124.233 ",5,1,53676373,5,"0","1",,
"179.7.121.67 ",5,1,32572281,5,"0","1",,
"180.176.36.132 ",5,5,78781834,1,"0","1",,
"180.234.31.143 ",5,1,70908423,5,"0","1",,
"181.196.172.191 ",5,1,83818471,5,"0","1",,
"182.69.111.127 ",5,1,47566195,5,"0","1",,
"185.201.188.20 ",5,1,3736264,5,"0","1",,
"185.53.4.1 ",5,2,22082616,2.5,"0","1",,
"186.1.227.182 ",5,1,84480115,5,"0","1",,
"186.206.255.231 ",5,1,51122177,5,"0","1",,
"186.220.94.93 ",5,3,136800488,1.6666666666666667,"0","1",,
"186.55.6.130 ",5,1,107232842,5,"0","1",,
"186.65.111.155 ",5,1,21872983,5,"0","1",,
"186.95.168.62 ",5,1,13839432,5,"0","1",,
"187.188.64.92 ",5,2,10020549,2.5,"0","1",,3
"187.189.169.190 ",5,5,28366439,1,"0","1",,
"187.189.190.197 ",5,5,37784879,1,"0","1",,
"188.202.30.90 ",5,5,123258968,1,"0","1",,
"188.217.246.184 ",5,1,104624455,5,"0","1",,
"188.228.3.4 ",5,5,90651604,1,"0","1",,
"189.100.87.64 ",5,4,106094556,1.25,"0","1",,3
"189.165.170.245 ",5,1,80972228,5,"0","1",,
"189.202.83.179 ",5,1,5981528,5,"0","1",,
"189.33.24.188 ",5,2,134282050,2.5,"0","1",,
"190.113.190.13 ",5,1,16328020,5,"0","1",,
"190.164.206.229 ",5,1,784759,5,"0","1",,
"190.189.34.87 ",5,1,22908586,5,"0","1",,
"190.94.101.116 ",5,1,79994065,5,"0","1",,
"190.94.15.107 ",5,1,9784744,5,"0","1",,
"192.55.55.41 ",5,1,85785134,5,"0","1",1,
"193.13.118.59 ",5,1,103688551,5,"0","1",,
"193.253.170.99 ",5,1,106795032,5,"0","1",,
"194.153.110.6 ",5,5,139484655,1,"0","1",,
"194.77.253.246 ",5,5,121098552,1,"0","1",,
"195.169.141.54 ",5,3,143110103,1.6666666666666667,"0","1",,
"195.212.29.191 ",5,1,131532518,5,"0","1",,
"195.97.23.238 ",5,1,11265759,5,"0","1",,
"200.113.238.146 ",5,2,11745865,2.5,"0","1",,
"2001:470:C504:0:0:0:0:1291 ",5,3,81574214,1.6666666666666667,"0","1",,
"2001:B07:A13:691C:2124:7701:AF9B:EB60 ",5,2,36249090,2.5,"0","1",,133
"2001:B07:A13:691C:6174:533D:47FB:D72B ",5,3,37097092,1.6666666666666667,"0","1",,161
"2001:B07:A13:691C:7194:F34D:29F2:92BB ",5,2,34832280,2.5,"0","1",,6
"2003:66:8F00:A28F:4858:C0C3:B876:D52D ",5,3,51900931,1.6666666666666667,"0","1",5,
"2003:66:8F00:A28F:F14C:83A1:FC75:1AB7 ",5,4,51853460,1.25,"0","1",,
"2003:66:8F03:D901:12DD:B1FF:FEB3:C7F7 ",5,1,126797592,5,"0","1",,
"2003:66:8F05:1C01:12DD:B1FF:FEB3:C7F7 ",5,1,134658605,5,"0","1",,4
"2003:66:8F08:F201:12DD:B1FF:FEB3:C7F7 ",5,1,132753096,5,"0","1",,
"2003:66:8F0E:5501:12DD:B1FF:FEB3:C7F7 ",5,1,117049793,5,"0","1",,7
"2003:66:8F13:51A:12DD:B1FF:FEB3:C7F7 ",5,1,109788696,5,"0","1",,16
"2003:66:8F17:86F8:99A5:6821:B1A9:F951 ",5,2,44793148,2.5,"0","1",,
"2003:66:8F19:9566:A866:3A3A:BDB9:9B82 ",5,1,95406143,5,"0","1",,
"2003:66:8F1A:E11A:5C14:8B0F:AF64:D22C ",5,1,89230009,5,"0","1",,
"2003:66:8F1D:2C10:10CF:A47F:325D:A494 ",5,2,102534149,2.5,"0","1",,1
"2003:66:8F20:1A11:3CA2:23F4:CC8C:2B89 ",5,3,88520078,1.6666666666666667,"0","1",,
"2003:66:8F20:9CD0:FDBE:BF1A:3798:AEB3 ",5,1,91078127,5,"0","1",,
"2003:66:8F20:CA41:50F0:6DEB:6EB1:1F6E ",5,1,74889655,5,"0","1",,
"2003:66:8F22:5701:12DD:B1FF:FEB3:C7F7 ",5,2,134310593,2.5,"0","1",,1
"2003:66:8F23:340E:E10C:F5AF:EFB9:36A8 ",5,5,70107135,1,"0","1",,
"2003:66:8F24:5BFC:12DD:B1FF:FEB3:C7F7 ",5,3,57993114,1.6666666666666667,"0","1",,
"2003:66:8F24:A24A:240A:120B:4185:7EE4 ",5,2,76003318,2.5,"0","1",,
"2003:66:8F25:47D8:B475:A740:FCC2:45CD ",5,4,62493937,1.25,"0","1",,
"2003:66:8F25:AC01:12DD:B1FF:FEB3:C7F7 ",5,1,134909675,5,"0","1",,4
"2003:66:8F26:D77D:3525:7E01:348A:E525 ",5,2,90849658,2.5,"0","1",,
"2003:66:8F26:D77D:D534:39C4:9F0D:3DD7 ",5,1,90825518,5,"0","1",,
"2003:66:8F27:DF42:A040:49F2:FF2C:4BF7 ",5,2,80136784,2.5,"0","1",,14
"2003:66:8F28:88AD:E483:28BF:F671:50AF ",5,1,90329939,5,"0","1",,
"2003:66:8F2C:308E:B588:5852:7024:916E ",5,1,99654910,5,"0","1",,2
"2003:66:8F2C:308E:B8C5:1014:A00A:D79A ",5,1,99675710,5,"0","1",,
"2003:66:8F2D:8928:2196:42B4:FAE2:3E1B ",5,1,90430031,5,"0","1",,
"2003:66:8F30:2EEA:6A48:98FF:FE47:7415 ",5,1,84432635,5,"0","1",,
"2003:66:8F31:9CD3:7B:DF12:9547:E488 ",5,2,52723488,2.5,"0","1",,
"2003:66:8F32:9028:5C9A:C9E1:C752:788C ",5,1,87382573,5,"0","1",,
"2003:66:8F32:F58B:8546:C20E:F92C:D401 ",5,5,46423286,1,"0","1",,
"2003:66:8F33:6601:12DD:B1FF:FEB3:C7F7 ",5,1,128877039,5,"0","1",,
"2003:66:8F33:6B96:E163:136D:EF22:DA23 ",5,1,52328936,5,"0","1",,
"2003:66:8F34:108:359D:9F0C:9E40:8584 ",5,4,51931856,1.25,"0","1",,
"2003:66:8F34:20BE:45D:B2E7:EEE0:171D ",5,1,74677549,5,"0","1",,8
"2003:66:8F34:68F3:7842:224A:7C16:B56B ",5,1,44256299,5,"0","1",,
"2003:66:8F34:9C8B:A104:2257:43C1:D185 ",5,1,66024766,5,"0","1",,
"2003:66:8F36:B0D:9DFC:5F58:5FB5:7053 ",5,4,46807541,1.25,"0","1",,
"2003:66:8F36:D807:F3:DC1F:2BB2:1BCE ",5,2,51682929,2.5,"0","1",,
"2003:66:8F37:6F28:ED77:3418:3DE5:6BE1 ",5,3,51207622,1.6666666666666667,"0","1",,
"2003:66:8F38:2C28:21BA:F695:E00A:CB32 ",5,5,48017741,1,"0","1",,
"2003:66:8F39:EE4E:719E:3026:C349:9621 ",5,5,50602258,1,"0","1",,
"2003:66:8F3B:62E2:743D:311E:AB4A:DB10 ",5,1,52451214,5,"0","1",,
"2003:66:8F3B:F922:2045:856F:ED9E:4853 ",5,3,69356463,1.6666666666666667,"0","1",,
"2003:66:8F3C:28D4:3C46:F893:5980:EC9D ",5,5,48168375,1,"0","1",8,
"2003:66:8F3C:ACBF:C406:94D9:AB13:A8EC ",5,2,89114434,2.5,"0","1",,1
"2003:66:8F3D:8CD5:402F:6E66:469A:EB6B ",5,1,46695728,5,"0","1",,
"2003:66:8F44:9FBB:59FF:BB3C:7917:78A8 ",5,1,47361863,5,"0","1",,
"2003:66:8F44:E338:D12:D805:CBA9:E75D ",5,5,46105149,1,"0","1",,
"2003:66:8F45:C919:49A3:4F2D:1BAB:F417 ",5,3,61498837,1.6666666666666667,"0","1",,
"2003:66:8F47:975C:D931:79A6:7347:268A ",5,2,60499683,2.5,"0","1",,1
"2003:66:8F48:18EA:BDF2:FD9F:B82D:2293 ",5,2,53879232,2.5,"0","1",,
"2003:66:8F48:22E4:8DE3:F54F:BD13:635C ",5,2,76418573,2.5,"0","1",,
"2003:66:8F49:6795:AD7F:E841:C10F:72CF ",5,1,48255025,5,"0","1",,
"2003:66:8F4A:3C02:6465:BAC2:7BFE:ED2E ",5,2,77035876,2.5,"0","1",,1
"2003:66:8F4B:33EE:7CE9:63C7:ED30:4C97 ",5,1,95058555,5,"0","1",,
"2003:66:8F4F:188F:45D:B2E7:EEE0:171D ",5,1,74755520,5,"0","1",,
"2003:66:8F52:46C2:B526:B2EF:3081:720C ",5,4,55746869,1.25,"0","1",,
"2003:66:8F54:3D0E:34E0:739D:8F60:BCC3 ",5,3,55415612,1.6666666666666667,"0","1",,
"2003:66:8F57:8DC2:3D9E:D95D:D69A:31DD ",5,4,48795975,1.25,"0","1",,
"2003:66:8F5A:52FB:12DD:B1FF:FEB3:C7F7 ",5,3,57676044,1.6666666666666667,"0","1",,1
"2003:66:8F5C:58CA:5D8F:C017:53F3:BD1 ",5,5,70398766,1,"0","1",,
"2003:66:8F60:4B3D:B870:C582:6938:EB0C ",5,3,53342575,1.6666666666666667,"0","1",,
"2003:66:8F64:53DD:D4F0:812C:C716:1D5E ",5,5,58220414,1,"0","1",,
"2003:66:8F66:5A53:12DD:B1FF:FEB3:C7F7 ",5,2,59050030,2.5,"0","1",,
"2003:66:8F6D:D5E8:F0F7:65EA:6FE0:DA68 ",5,1,67169181,5,"0","1",,2
"2003:66:8F71:252C:3907:389E:8552:E80F ",5,3,46586225,1.6666666666666667,"0","1",,
"2003:66:8F76:B92C:12DD:B1FF:FEB3:C7F7 ",5,4,55743540,1.25,"0","1",,
"2003:66:8F79:348B:542:39B:A3FD:AC5B ",5,2,62224402,2.5,"0","1",,
"2016Começa",5,5,60430728,1,"0","0",,
"203.174.36.50 ",5,1,72360409,5,"0","1",,
"211.114.22.74 ",5,4,110927907,1.25,"0","1",,
"212.22.164.1 ",5,1,13530938,5,"0","1",,
"2.12.236.102 ",5,5,88873462,1,"0","1",,
"212.97.168.177 ",5,5,115720010,1,"0","1",,
"2.136.232.15 ",5,3,53616217,1.6666666666666667,"0","1",,
"2.150.4.28 ",5,1,110692281,5,"0","1",6,
"217.150.25.234 ",5,5,133354012,1,"0","1",,2
"217.209.105.159 ",5,5,7612248,1,"0","1",,
"217.225.103.148 ",5,2,77307111,2.5,"0","1",,
"217.252.222.75 ",5,2,86765620,2.5,"0","1",4,4
"218.146.90.101 ",5,2,22453913,2.5,"0","1",,
"220.216.92.157 ",5,2,43924640,2.5,"0","1",,
"2.38.25.228 ",5,1,8411216,5,"0","1",,
"2.39.61.153 ",5,1,26409660,5,"0","1",,
"2601:647:4700:4660:F473:79EC:3FDB:69E6 ",5,3,53239011,1.6666666666666667,"0","1",,
"2601:901:4400:F39E:B0BB:A79E:CA24:2929 ",5,5,53346944,1,"0","1",,
"2602:301:7719:A3A0:3425:9DB1:EDEF:B235 ",5,1,90229646,5,"0","1",,
"2602:30A:C037:A450:4DF6:91:3E39:F643 ",5,1,53035090,5,"0","1",,
"2A01:110F:F2D:F000:31D3:669C:11C1:5EBD ",5,1,1827052,5,"0","1",,
"2A01:4F8:151:7082:0:0:0:2 ",5,1,132727621,5,"0","1",,
"2A01:CB11:393:EC00:7CB6:7631:DC87:3155 ",5,1,11872366,5,"0","1",,
"2A01:E34:EDF0:5330:5567:9936:4D3F:3716 ",5,1,27932728,5,"0","1",,
"2A02:2C40:100:B20B:0:0:1:1A0C ",5,3,5758709,1.6666666666666667,"0","1",,8
"2A02:8388:2380:F80:4CFD:5961:3E76:4AB1 ",5,1,53529042,5,"0","1",,
"2rombos",5,5,91166428,1,"0","0",,1
"31.146.173.75 ",5,1,77304385,5,"0","1",,
"31.151.174.97 ",5,4,111733314,1.25,"0","1",,
"31.173.84.34 ",5,2,35905086,2.5,"0","1",,3
"31.173.84.66 ",5,4,36846478,1.25,"0","1",,1
"31.200.18.126 ",5,1,23709669,5,"0","1",,
"31.200.18.169 ",5,2,25354703,2.5,"0","1",,1
"37.134.214.57 ",5,1,48407520,5,"0","1",,1
"37.162.195.145 ",5,1,54479644,5,"0","1",,
"37.186.228.133 ",5,1,53707401,5,"0","1",,
"37.29.168.52 ",5,1,91668124,5,"0","1",,
"37.6.171.189 ",5,1,35399318,5,"0","1",,
"46.10.54.144 ",5,5,135874963,1,"0","1",,
"46.184.31.157 ",5,5,4382751,1,"0","1",,
"46.193.65.233 ",5,1,15745980,5,"0","1",,
"46.25.72.118 ",5,4,98851947,1.25,"0","1",,
"46.30.219.203 ",5,1,64252195,5,"0","1",,
"46.49.16.141 ",5,1,94719666,5,"0","1",,
"46.62.229.245 ",5,5,59098866,1,"0","1",,
"47.54.71.39 ",5,1,52095534,5,"0","1",,
"47.61.223.13 ",5,2,91450947,2.5,"0","1",,
"칼빈500",5,5,11685945,1,"0","0",,
"5.18.76.46 ",5,5,80441321,1,"0","1",,
"61.142.41.27 ",5,1,98768398,5,"0","1",,
"61.227.52.127 ",5,2,10059876,2.5,"0","1",,
"62.153.231.4 ",5,1,142957856,5,"0","1",,
"62.195.121.140 ",5,2,62512377,2.5,"0","1",,6
"62.233.53.146 ",5,1,60379156,5,"0","1",,
"62.65.58.38 ",5,5,14975205,1,"0","1",,15
"66.130.159.203 ",5,1,16147710,5,"0","1",,
"67.1.237.214 ",5,5,119224101,1,"0","1",,
"68.83.35.9 ",5,1,133263966,5,"0","1",,
"70.48.109.47 ",5,1,35513712,5,"0","1",,
"70.48.157.16 ",5,1,81896111,5,"0","1",,
"71.191.13.229 ",5,2,45718657,2.5,"0","1",,
"77.119.131.79 ",5,2,42822314,2.5,"0","1",,1
"77.170.247.251 ",5,2,142409683,2.5,"0","1",,1
"77.202.0.247 ",5,1,33723454,5,"0","1",,
"77.23.114.56 ",5,1,4924053,5,"0","1",,
"78.163.15.251 ",5,1,49621797,5,"0","1",,
"78.187.143.67 ",5,1,13391742,5,"0","1",,
"78.26",5,5,106569156,1,"0","0",,1
"78.50.189.62 ",5,2,132065647,2.5,"0","1",,
"78.54.158.224 ",5,1,48034597,5,"0","1",,
"79.142.74.72 ",5,1,33856130,5,"0","1",,
"79.156.111.158 ",5,1,138974893,5,"0","1",,
"79.219.120.117 ",5,5,64638572,1,"0","1",,
"79.236.141.52 ",5,5,131976257,1,"0","1",,
"79.241.168.37 ",5,1,80084756,5,"0","1",,1
"79.40.150.18 ",5,1,135506892,5,"0","1",,
"79.82.214.190 ",5,1,57757119,5,"0","1",,
"80.134.89.98 ",5,3,69470239,1.6666666666666667,"0","1",,192
"80.180.117.141 ",5,1,21860950,5,"0","1",,
"80.29.21.218 ",5,4,134021638,1.25,"0","1",,
"81.240.134.50 ",5,5,105101017,1,"0","1",,
"81.255.240.240 ",5,4,89038707,1.25,"0","1",,
"82.124.115.98 ",5,1,29639585,5,"0","1",,
"82.225.53.65 ",5,1,86424400,5,"0","1",,
"82.230.162.35 ",5,1,16013176,5,"0","1",,
"83.101.43.217 ",5,2,54887196,2.5,"0","1",,2
"83.138.242.212 ",5,5,117449771,1,"0","1",,
"83.213.4.212 ",5,1,7902666,5,"0","1",,
"83.215.35.90 ",5,1,57318691,5,"0","1",,
"83.37.23.63 ",5,1,50913690,5,"0","1",,
"83.59.100.86 ",5,2,135852244,2.5,"0","1",,
"83.60.52.176 ",5,1,131624584,5,"0","1",,
"84.125.46.182 ",5,1,15504204,5,"0","1",,
"84.161.51.12 ",5,5,61215498,1,"0","1",,
"84.161.59.122 ",5,5,57034424,1,"0","1",,
"84.211.190.11 ",5,1,10422037,5,"0","1",,
"84.229.81.123 ",5,1,9220559,5,"0","1",,
"84.238.210.38 ",5,2,53245090,2.5,"0","1",,
"87.109.79.140 ",5,1,128363306,5,"0","1",,
"87.140.194.2 ",5,1,52664004,5,"0","1",,
"87.249.145.69 ",5,5,72088265,1,"0","1",,
"88.252.219.92 ",5,1,112777245,5,"0","1",,
"88.5.182.226 ",5,1,47034394,5,"0","1",,
"88.69.88.161 ",5,3,28962227,1.6666666666666667,"0","1",,
"88.73.110.27 ",5,1,146184245,5,"0","1",,
"88.82.201.161 ",5,3,14810023,1.6666666666666667,"0","1",,
"89.190.46.33 ",5,1,48949236,5,"0","1",,8
"89.228.198.74 ",5,3,131195247,1.6666666666666667,"0","1",,
"89.47.81.151 ",5,1,100948049,5,"0","1",,
"89.78.51.25 ",5,5,23710366,1,"0","1",,
"89.97.235.24 ",5,4,32269101,1.25,"0","1",,
"90.106.198.134 ",5,1,34595654,5,"0","1",,
"90.155.100.32 ",5,3,22772468,1.6666666666666667,"0","1",,13
"90.191.77.146 ",5,5,18105988,1,"0","1",,77
"90.20.172.128 ",5,3,139739269,1.6666666666666667,"0","1",,
"90.20.90.189 ",5,1,74134417,5,"0","1",,
"90.28.71.103 ",5,1,26885792,5,"0","1",,
"90.3.105.223 ",5,1,42022986,5,"0","1",,
"90.32.172.102 ",5,4,95098698,1.25,"0","1",,
"91.117.20.74 ",5,5,137989025,1,"0","1",,
"91.124.17.83 ",5,2,6084659,2.5,"0","1",,
"91.213.143.248 ",5,1,53329233,5,"0","1",,
"91.217.60.237 ",5,1,3049217,5,"0","1",,
"91.243.69.231 ",5,1,18973602,5,"0","1",,
"91.63.217.105 ",5,5,105386391,1,"0","1",,102
"92.226.138.192 ",5,4,4877017,1.25,"0","1",,127
"93.107.84.246 ",5,1,14566552,5,"0","1",,
"93.107.87.30 ",5,1,8754725,5,"0","1",,
"93.11.172.163 ",5,5,93060477,1,"0","1",,
"93.147.192.126 ",5,1,34438303,5,"0","1",,10
"93.147.198.219 ",5,1,46511350,5,"0","1",,14
"93.177.170.168 ",5,1,27583932,5,"0","1",,
"93.218.120.155 ",5,3,48133383,1.6666666666666667,"0","1",,2
"93.218.81.229 ",5,2,37084731,2.5,"0","1",,10
"93.218.90.177 ",5,2,20269021,2.5,"0","1",,15
"93.220.90.127 ",5,4,27479022,1.25,"0","1",,
"93.231.142.95 ",5,1,16034399,5,"0","1",,
"93.35.217.161 ",5,1,20585170,5,"0","1",,
"93.39.213.77 ",5,5,70611052,1,"0","1",,
"93.91.196.224 ",5,1,106799430,5,"0","1",,
"94.218.18.21 ",5,3,107058809,1.6666666666666667,"0","1",,
"94.81.79.162 ",5,2,90508548,2.5,"0","1",,
"95.190.230.129 ",5,1,72878035,5,"0","1",,
"95.20.197.94 ",5,1,67413584,5,"0","1",,
"95.42.208.85 ",5,2,12458159,2.5,"0","1",,4
"95.62.210.167 ",5,1,98345384,5,"0","1",,
"97.93.109.114 ",5,5,67121521,1,"0","1",,
"Aboalbiss",5,5,90607675,1,"0","0",,1
"Acabashi",5,5,23628476,1,"0","0",,
"Acar54",5,4,102618432,1.25,"0","0",,3
"Ace111",5,4,113817217,1.25,"0","0",,3
"AdelosRM",5,1,143169752,5,"0","0",,
"Adgarz",5,3,4502336,1.6666666666666667,"0","0",,3
"Afifa Afrin",5,5,5555080,1,"0","0",,48
"African Hope",5,1,21729692,5,"0","0",,48
"Ahmed SPi",5,5,131139277,1,"0","0",,
"AirWolf",5,4,113286347,1.25,"0","0",,33
"Aizag",5,5,92753383,1,"0","0",,
"Ajaybanbi",5,2,1095558,2.5,"0","0",,
"Alan li",5,5,131623135,1,"0","0",,
"AlanSiegrist",5,2,135505494,2.5,"0","0",,
"Albertojuanse",5,2,114424359,2.5,"0","0",,1
"Aleksander2017",5,4,6162276,1.25,"0","0",15,94
"AlexKozur",5,4,33853668,1.25,"0","0",,2
"Alfiya55",5,2,15886145,2.5,"0","0",,1
"Alfonso X",5,5,17543417,1,"0","0",,
"Ali ACER",5,5,31717493,1,"0","0",,
"AlickaV",5,5,139552272,1,"0","0",,1
"Ali khalfan",5,5,7816001,1,"0","0",,
"Alismayilov",5,2,65185270,2.5,"0","0",4,
"Alkab",5,2,101392149,2.5,"0","0",,33
"AllaRo",5,1,15303454,5,"0","0",,
"Almaffi",5,5,130351424,1,"0","0",,
"Alonduro",5,2,101546329,2.5,"0","0",,
"Alpha Werewolf",5,1,20307955,5,"0","0",,
"Alvin Lee",5,5,142181555,1,"0","0",,
"Alvinz",5,2,15418840,2.5,"0","0",,
"AlvoMaia",5,5,65300564,1,"0","0",,
"Alvoradaking",5,5,107724596,1,"0","0",,3
"Amarhgil",5,3,24418027,1.6666666666666667,"0","0",,5
"AMDM12",5,5,111672265,1,"0","0",,10
"Amkaa~wikidatawiki",5,5,132727345,1,"0","0",,
"ANBI",5,4,92189367,1.25,"0","0",61,
"Andrejj",5,5,129259315,1,"0","0",,
"Andresgalvez18",5,1,3399622,5,"0","0",5,
"Andreyyshore",5,4,56747768,1.25,"0","0",61,1
"Andrii Grebonkin",5,3,5971967,1.6666666666666667,"0","0",,
"ANDROBETA",5,2,70670462,2.5,"0","0",3,
"Androl",5,5,111056344,1,"0","0",,
"Andyjavi",5,5,45970478,1,"0","0",,
"Anna reg",5,5,108214210,1,"0","0",,
"Antpriv",5,2,110754184,2.5,"0","0",,123
"Apesiof",5,5,84322949,1,"0","0",,
"Apolo13",5,2,17193111,2.5,"0","0",,
"Aquawalk",5,4,22489777,1.25,"0","0",,1
"ARAGONESE35",5,5,143127783,1,"0","0",,
"Araignee",5,1,140866506,5,"0","0",,
"Arbero",5,5,134826399,1,"0","0",,2
"Archeologo (Fondazione Mansutti)",5,3,49788240,1.6666666666666667,"0","0",,4
"Archives nationales DJI",5,1,486590,5,"0","0",,2
"ArdiPras95",5,3,29935982,1.6666666666666667,"0","0",,
"Arnaud Lambert",5,5,131713326,1,"0","0",,
"Arsenicum-82",5,4,54272602,1.25,"0","0",,
"Arslanteginghazi",5,5,63104377,1,"0","0",,
"Artejune",5,1,8318303,5,"0","0",,4
"Artel1994",5,1,129177697,5,"0","0",,1
"Arthur Crbz",5,5,20587768,1,"0","0",,22
"Arwiniwra",5,1,28976151,5,"0","0",,84
"Ashiq Shawon",5,5,73046989,1,"0","0",,
"Astirmays",5,3,116055434,1.6666666666666667,"0","0",,
"Asturllionés",5,5,65536515,1,"0","0",,
"Atobar",5,5,53231321,1,"0","0",,
"Atomiccocktail",5,3,39254670,1.6666666666666667,"0","0",,2
"A Veselova",5,5,33783821,1,"0","0",,2
"AWossink",5,5,78069685,1,"0","0",,170
"Azylber",5,4,131293690,1.25,"0","0",,2
"BackFin",5,1,104670893,5,"0","0",,
"Ball-EM2016",5,1,37904935,5,"0","0",,
"Bambi'nin annesi",5,5,29893062,1,"0","0",,2
"Baptiste Beaugrand",5,1,82461529,5,"0","0",,
"Barbariandeagle",5,5,53616175,1,"0","0",,
"Barcelona",5,5,108814145,1,"0","0",,12
"Barnblan",5,2,1333268,2.5,"0","0",,
"Battila27",5,4,49178370,1.25,"0","0",,
"Baumfreund-FFM",5,5,131311132,1,"0","0",,
"Bbb23",5,5,69792883,1,"0","0",,
"Beagel",5,5,142024736,1,"0","0",,18
"Belarus2578",5,5,95062180,1,"0","0",,1
"Ben tetuan",5,5,120194598,1,"0","0",,
"Beren94",5,5,61125426,1,"0","0",,
"Berita",5,5,72243691,1,"0","0",,16
"Bertramz",5,5,132580440,1,"0","0",,
"Best",5,4,18579333,1.25,"0","0",,
"Bettylella",5,3,116770120,1.6666666666666667,"0","0",,
"Bigmorr",5,5,52211288,1,"0","0",,11
"Bilakos1",5,1,27171884,5,"0","0",,2
"Billdesmedt",5,4,26104462,1.25,"0","0",,337
"Black-Star",5,4,98165362,1.25,"0","0",,
"BlameRuiner",5,5,133543622,1,"0","0",,8
